From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
Q5SJF8,Q5SJF8,reviewed,AROE_THET8,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),aroE TTHA1050,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),263
P76129,P76129,reviewed,DOSP_ECOLI,Oxygen sensor protein DosP (EC 3.1.4.52) (Direct oxygen-sensing phosphodiesterase) (Direct oxygen sensor protein) (Ec DOS) (Heme-regulated cyclic di-GMP phosphodiesterase),dosP dos pdeO yddU b1489 JW1484,Escherichia coli (strain K12),799
O35543,O35543,reviewed,HPGDS_RAT,Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase),Hpgds Gsts Pgds Ptgds2,Rattus norvegicus (Rat),199
Q29495,Q29495,reviewed,SNAT_SHEEP,Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT),AANAT SNAT,Ovis aries (Sheep),207
P21179,P21179,reviewed,CATE_ECOLI,Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II),katE b1732 JW1721,Escherichia coli (strain K12),753
Q9KIE5,Q9KIE5,unreviewed,Q9KIE5_STRHY,FkbI,fkbI,Streptomyces hygroscopicus subsp. ascomyceticus,366
P07584,P07584,reviewed,ASTA_ASTAS,Astacin (EC 3.4.24.21) (Crayfish small molecule proteinase),,Astacus astacus (Noble crayfish) (Astacus fluviatilis),251
P51532,P51532,reviewed,SMCA4_HUMAN,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),SMARCA4 BAF190A BRG1 SNF2B SNF2L4,Homo sapiens (Human),1647
P04693,P04693,reviewed,TYRB_ECOLI,Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57) (Beta-methylphenylalanine transaminase) (EC 2.6.1.107),tyrB b4054 JW4014,Escherichia coli (strain K12),397
MMP3_HUMAN,P08254,reviewed,MMP3_HUMAN,Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1),MMP3 STMY1,Homo sapiens (Human),477
O32054,O32054,reviewed,QUEA_BACSU,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA),queA BSU27720,Bacillus subtilis (strain 168),342
Q58503,Q58503,reviewed,RELE3_METJA,Toxin RelE3 (EC 3.1.-.-) (MjRelE) (Putative endoribonuclease RelE),relE3 relE MJ1103,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),88
O30144,O30144,reviewed,WTPC_ARCFU,Molybdate/tungstate import ATP-binding protein WtpC (EC 7.3.2.6),wtpC modC AF_0092,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),240
P73925,P73925,reviewed,TRHBN_SYNY3,Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb),glbN slr2097,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),124
P04880,P04880,reviewed,PHOSP_VSIVM,Phosphoprotein (Protein P) (Protein M1),P,Vesicular stomatitis Indiana virus (strain Mudd-Summers) (VSIV),265
P00489,P00489,reviewed,PYGM_RABIT,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",PYGM,Oryctolagus cuniculus (Rabbit),843
Q9H0P0,Q9H0P0,reviewed,5NT3A_HUMAN,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36),NT5C3A NT5C3 P5N1 UMPH1 HSPC233,Homo sapiens (Human),336
UPP_TOXGO,Q26998,reviewed,UPP_TOXGO,Uracil phosphoribosyltransferase (UPRT) (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase),uprt,Toxoplasma gondii,244
P11880,P11880,reviewed,MURF_ECOLI,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase),murF mra b0086 JW0084,Escherichia coli (strain K12),452
P0A3Q9,P0A3Q9,reviewed,MSAB1_STRPN,Peptide methionine sulfoxide reductase MsrA/MsrB 1 [Includes: Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase); Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)],msrAB1 exp3 msrA SP_1359,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),312
P30043,P30043,reviewed,BLVRB_HUMAN,Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.-) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR) (S-nitroso-CoA-assisted nitrosyltransferase) (SNO-CoA-assisted nitrosyltransferase) (EC 2.6.99.-),BLVRB FLR SCAN,Homo sapiens (Human),206
P36683,P36683,reviewed,ACNB_ECOLI,"Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)",acnB yacI yacJ b0118 JW0114,Escherichia coli (strain K12),865
P20371,P20371,reviewed,PCXA_ACIAD,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3) (3,4-PCD)",pcaG ACIAD1712,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),209
CCNA2_HUMAN,P20248,reviewed,CCNA2_HUMAN,Cyclin-A2 (Cyclin-A) (Cyclin A),CCNA2 CCN1 CCNA,Homo sapiens (Human),432
O08808,O08808,reviewed,DIAP1_MOUSE,Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1) (p140mDIA) (mDIA1),Diaph1 Diap1,Mus musculus (Mouse),1255
Q9XBQ8,Q9XBQ8,reviewed,KAMA_CLOSU,"L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.2) (KAM)",kamA,Clostridium subterminale,416
P81154,P81154,reviewed,CYC22_RHOCE,Cytochrome c2 iso-2 (Cytochrome c552),,Rhodospirillum centenum (Rhodocista centenaria),121
P36204,P36204,reviewed,PGKT_THEMA,Bifunctional PGK/TIM [Includes: Phosphoglycerate kinase (EC 2.7.2.3); Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)],pgk/tpi TM_0689,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),654
P10515,P10515,reviewed,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",DLAT DLTA,Homo sapiens (Human),647
Q00496,Q00496,reviewed,BXE_CLOBO,Botulinum neurotoxin type E (BoNT/E) (Bontoxilysin-E) [Cleaved into: Botulinum neurotoxin E light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin E heavy chain (HC)],botE,Clostridium botulinum,1251
Q15418,Q15418,reviewed,KS6A1_HUMAN,Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1),RPS6KA1 MAPKAPK1A RSK1,Homo sapiens (Human),735
Q08787,Q08787,reviewed,SRFAC_BACSU,Surfactin synthase subunit 3,srfAC srfA3 BSU03510,Bacillus subtilis (strain 168),1275
P0A592,P9WN24,reviewed,TRHBN_MYCTO,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN MT1594,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),136
P0A592,P9WN25,reviewed,TRHBN_MYCTU,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN Rv1542c MTCY48.23,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),136
O95881,O95881,reviewed,TXD12_HUMAN,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19),TXNDC12 TLP19 UNQ713/PRO1376,Homo sapiens (Human),172
ERBB4_HUMAN,Q15303,reviewed,ERBB4_HUMAN,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],ERBB4 HER4,Homo sapiens (Human),1308
P22088,P22088,reviewed,LIP_BURCE,Triacylglycerol lipase (EC 3.1.1.3) (Extracellular lipase) (Triacylglycerol ester hydrolase),lip lipA,Burkholderia cepacia (Pseudomonas cepacia),364
P13376,P13376,reviewed,G6PI2_GEOSE,Glucose-6-phosphate isomerase 2 (GPI 2) (EC 5.3.1.9) (Phosphoglucose isomerase 2) (PGI 2) (Phosphohexose isomerase 2) (PHI 2),pgi2 pgiB,Geobacillus stearothermophilus (Bacillus stearothermophilus),445
P20153,P20153,reviewed,USP_DROME,Protein ultraspiracle (Chorion factor 1) (Nuclear receptor subfamily 2 group B member 4) (XR2C),usp Cf1 NR2B4 CG4380,Drosophila melanogaster (Fruit fly),508
P23909,P23909,reviewed,MUTS_ECOLI,DNA mismatch repair protein MutS,mutS fdv b2733 JW2703,Escherichia coli (strain K12),853
Q04636,Q04636,reviewed,POB3_YEAST,FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3),POB3 YML069W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),552
Q9DBR4,Q9DBR4,reviewed,APBB2_MOUSE,Amyloid beta precursor protein binding family B member 2 (Amyloid-beta (A4) precursor protein-binding family B member 2) (Protein Fe65-like 1),Apbb2 Fe65l Fe65l1,Mus musculus (Mouse),760
P53150,P53150,reviewed,XRCC4_YEAST,Non-homologous end-joining factor LIF1 (Ligase-interacting factor 1),LIF1 YGL090W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),421
P39739,P39739,reviewed,FLIS_BACSU,Flagellar secretion chaperone FliS,fliS BSU35330,Bacillus subtilis (strain 168),133
Q9KX40,Q9KX40,reviewed,ESTB_BURGA,Esterase EstB (EC 3.1.1.-),estB,Burkholderia gladioli (Pseudomonas marginata) (Phytomonas marginata),392
P0A9H1,P0A9H1,reviewed,MUG_ECOLI,G/U mismatch-specific DNA glycosylase (EC 3.2.2.28) (Double-strand-specific uracil glycosylase) (Mismatch-specific uracil DNA-glycosylase) (MUG),mug ygjF b3068 JW3040,Escherichia coli (strain K12),168
DAPK2_HUMAN,Q9UIK4,reviewed,DAPK2_HUMAN,Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1),DAPK2,Homo sapiens (Human),370
Q9CR95,Q9CR95,reviewed,NECP1_MOUSE,Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1),Necap1,Mus musculus (Mouse),275
Q07157,Q07157,reviewed,ZO1_HUMAN,Tight junction protein 1 (Tight junction protein ZO-1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,Homo sapiens (Human),1748
P33937,P33937,reviewed,NAPA_ECOLI,Periplasmic nitrate reductase (EC 1.9.6.1),napA yojC yojD yojE b2206 JW2194,Escherichia coli (strain K12),828
P12337,P12337,reviewed,EST1_RABIT,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase),,Oryctolagus cuniculus (Rabbit),565
P25984,P25984,reviewed,ADH_CLOBE,NADP-dependent isopropanol dehydrogenase (EC 1.1.1.80) (CbADH),adh,Clostridium beijerinckii (Clostridium MP),351
Q05871,Q05871,reviewed,ECI1_YEAST,"3,2-trans-enoyl-CoA isomerase (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)",ECI1 YLR284C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),280
P18054,P18054,reviewed,LOX12_HUMAN,Polyunsaturated fatty acid lipoxygenase ALOX12 (EC 1.13.11.-) (Arachidonate (12S)-lipoxygenase) (12S-LOX) (12S-lipoxygenase) (EC 1.13.11.31) (Arachidonate (15S)-lipoxygenase) (EC 1.13.11.33) (Linoleate (13S)-lipoxygenase) (Lipoxin synthase 12-LO) (EC 3.3.2.-) (Platelet-type lipoxygenase 12),ALOX12 12LO LOG12,Homo sapiens (Human),663
P54945,P54945,reviewed,YXEF_BACSU,Uncharacterized protein YxeF,yxeF BSU39570 HS74F,Bacillus subtilis (strain 168),144
BCR_HUMAN,P11274,reviewed,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),BCR BCR1 D22S11,Homo sapiens (Human),1271
P28078,P28078,reviewed,DMA_MOUSE,"Class II histocompatibility antigen, M alpha chain",H2-DMa H2-Ma Ma,Mus musculus (Mouse),261
O67925,O67925,reviewed,AROK_AQUAE,Shikimate kinase (SK) (EC 2.7.1.71),aroK aq_2177,Aquifex aeolicus (strain VF5),168
P12070,P12070,reviewed,XYLA_ARTS7,Xylose isomerase (EC 5.3.1.5),xylA,Arthrobacter sp. (strain NRRL B3728),395
P03536,P03536,reviewed,NSP3_ROTS1,Non-structural protein 3 (NSP3) (NCVP4) (Non-structural RNA-binding protein 34) (NS34),,Rotavirus A (strain RVA/SA11-Both/G3P5B[2]) (RV-A) (Simian Agent 11 (strain Both)),315
Q56308,Q56308,reviewed,PIMT_THEMA,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT),pcm TM_0704,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),317
O68557,O68557,reviewed,T2B1_BACIU,Type II restriction enzyme BglI (R.BglI) (EC 3.1.21.4) (Endonuclease BglI) (Type-2 restriction enzyme BglI),bglIR,Bacillus subtilis,299
Q28943,Q28943,reviewed,DPYD_PIG,Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase),DPYD,Sus scrofa (Pig),1025
P46237,P46237,reviewed,GUNC_FUSOX,"Endoglucanase type C (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Endoglucanase I) (EG I)",,Fusarium oxysporum (Fusarium vascular wilt),429
P31517,P31517,reviewed,HEMS_YEREN,Hemin transport protein HemS,hemS,Yersinia enterocolitica,345
P11436,P11436,reviewed,AMIE_PSEAE,Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase),amiE PA3366,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346
P31797,P31797,reviewed,CDGT_GEOSE,Cyclomaltodextrin glucanotransferase (EC 2.4.1.19) (Cyclodextrin-glycosyltransferase) (CGTase),cgt,Geobacillus stearothermophilus (Bacillus stearothermophilus),711
O58843,O58843,reviewed,ATGT_PYRHO,tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase),tgtA PH1116,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),582
P96112,P96112,reviewed,SURE_THEMA,5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),surE TM_1662,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),247
O15514,O15514,reviewed,RPB4_HUMAN,DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16),POLR2D,Homo sapiens (Human),142
Q15543,Q15543,reviewed,TAF13_HUMAN,Transcription initiation factor TFIID subunit 13 (Transcription initiation factor TFIID 18 kDa subunit) (TAF(II)18) (TAFII-18) (TAFII18),TAF13 TAF2K TAFII18,Homo sapiens (Human),124
O76463,O76463,reviewed,NFT1_CAEEL,"Nitrilase and fragile histidine triad fusion protein NitFhit [Includes: Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase); Nitrilase homolog (EC 3.5.-.-)]",nft-1 Y56A3A.13,Caenorhabditis elegans,440
P0A5J4,P9WK16,reviewed,MASZ_MYCTO,Malate synthase G (EC 2.3.3.9),glcB MT1885,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),741
P0A5J4,P9WK17,reviewed,MASZ_MYCTU,Malate synthase G (EC 2.3.3.9),glcB Rv1837c MTCY1A11.06,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),741
Q837V6,Q837V6,reviewed,DNLJ_ENTFA,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),ligA EF_0722,Enterococcus faecalis (strain ATCC 700802 / V583),676
Q01786,Q01786,reviewed,GUN5_THEFU,"Endoglucanase E-5 (EC 3.2.1.4) (Cellulase E-5) (Cellulase E5) (Endo-1,4-beta-glucanase E-4)",celE,Thermobifida fusca (Thermomonospora fusca),466
P0AFG3,P0AFG3,reviewed,ODO1_ECOLI,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase),sucA b0726 JW0715,Escherichia coli (strain K12),933
P20646,P20646,reviewed,PPAP_RAT,Prostatic acid phosphatase (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Fluoride-resistant acid phosphatase) (FRAP) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase),Acp3 Acpp,Rattus norvegicus (Rat),381
P31069,P31069,reviewed,KCH_ECOLI,Voltage-gated potassium channel Kch,kch b1250 JW1242,Escherichia coli (strain K12),417
P15533,P15533,reviewed,TR30A_MOUSE,Tripartite motif-containing protein 30A (Down regulatory protein of interleukin-2 receptor) (Tripartite motif-containing protein 30),Trim30a Rpt-1 Rpt1 Trim30,Mus musculus (Mouse),496
HMOX2_HUMAN,P30519,reviewed,HMOX2_HUMAN,Heme oxygenase 2 (HO-2) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 2 soluble form],HMOX2 HO2,Homo sapiens (Human),316
P16559,P16559,reviewed,TCMN_STRGA,Tetracenomycin biosynthesis bifunctional cyclase/O-methyl transferase TcmN (EC 2.1.1.-) (EC 2.3.1.235) (Multifunctional cyclase-dehydratase-3-O-methyl transferase TcmN) [Includes: Tetracenomycin polyketide synthase cyclase TcmN (TCM PKS) (TcmN polyketide cyclase) (Tetracenomycin aromatase/cyclase) (Tcm ARO/CYC) (Tetracenomycin ARO/CYC); Tcm D3 O-methyltransferase],tcmN,Streptomyces glaucescens,494
P0A3H0,P0A3H0,reviewed,DBH_GEOSE,DNA-binding protein HU (DNA-binding protein II) (HB),hup hbs hbsU,Geobacillus stearothermophilus (Bacillus stearothermophilus),90
Q06385,Q06385,reviewed,VPS74_YEAST,Vacuolar protein sorting-associated protein 74,VPS74 YDR372C D9481.15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),345
Q51507,Q51507,reviewed,PCHB_PSEAE,Isochorismate pyruvate lyase (IPL) (EC 4.2.99.21) (Chorismate mutase) (CM) (EC 5.4.99.5) (Salicylate biosynthesis protein),pchB PA4230,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),101
Q9ZFM2,Q9ZFM2,reviewed,XYNB_GEOSE,"Beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)",xynB,Geobacillus stearothermophilus (Bacillus stearothermophilus),504
P32156,P32156,reviewed,RHAM_ECOLI,L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase),rhaM yiiL b3901 JW3872,Escherichia coli (strain K12),104
P35087,P35087,reviewed,NBLA_SYNE7,Phycobilisome degradation protein NblA,nblA Synpcc7942_2127,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),59
P12758,P12758,reviewed,UDP_ECOLI,Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3),udp b3831 JW3808,Escherichia coli (strain K12),253
Q9LBG2,Q9LBG2,reviewed,LVR_LEIAQ,"Levodione reductase (EC 1.1.1.-) ((6R)-2,2,6-trimethyl-1,4-cyclohexanedione reductase)",lvr,Leifsonia aquatica (Corynebacterium aquaticum),267
O54785,O54785,reviewed,LIMK2_MOUSE,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),Limk2,Mus musculus (Mouse),638
TRIM1_HUMAN,Q9UJV3,reviewed,TRIM1_HUMAN,Probable E3 ubiquitin-protein ligase MID2 (EC 2.3.2.27) (Midin-2) (Midline defect 2) (Midline-2) (RING finger protein 60) (RING-type E3 ubiquitin transferase MID2) (Tripartite motif-containing protein 1),MID2 FXY2 RNF60 TRIM1,Homo sapiens (Human),735
P11986,P11986,reviewed,INO1_YEAST,Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase),INO1 YJL153C J0610,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),533
Q97F65,Q97F65,reviewed,KITH_CLOAB,Thymidine kinase (EC 2.7.1.21),tdk CA_C2887,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),195
P29373,P29373,reviewed,RABP2_HUMAN,Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II),CRABP2,Homo sapiens (Human),138
P01869,P01869,reviewed,IGH1M_MOUSE,"Ig gamma-1 chain C region, membrane-bound form",Ighg1 Igh-4,Mus musculus (Mouse),393
Q9W7K5,Q9W7K5,reviewed,LDHA_CYPCA,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),ldha,Cyprinus carpio (Common carp),333
Q92830,Q92830,reviewed,KAT2A_HUMAN,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (hGCN5) (Histone glutaryltransferase KAT2A) (EC 2.3.1.-) (Histone succinyltransferase KAT2A) (EC 2.3.1.-) (Lysine acetyltransferase 2A) (STAF97),KAT2A GCN5 GCN5L2,Homo sapiens (Human),837
P41367,P41367,reviewed,ACADM_PIG,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)",ACADM,Sus scrofa (Pig),421
Q8TE04,Q8TE04,reviewed,PANK1_HUMAN,Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1),PANK1 PANK,Homo sapiens (Human),598
Q9XBQ3,Q9XBQ3,reviewed,IABF_GEOSE,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase) (Arabinosidase),abfA,Geobacillus stearothermophilus (Bacillus stearothermophilus),502
P06875,P06875,reviewed,PAC_ECOLX,Penicillin G acylase (EC 3.5.1.11) (Penicillin G amidase) (Penicillin G amidohydrolase) [Cleaved into: Penicillin G acylase subunit alpha; Penicillin G acylase subunit beta],pac,Escherichia coli,846
P02853,P02853,reviewed,PHSB_PHAVU,"Phaseolin, beta-type",,Phaseolus vulgaris (Kidney bean) (French bean),421
P96885,P9WQH6,reviewed,ACCD5_MYCTO,Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-),accD5 pccB MT3379.1,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),548
P96885,P9WQH7,reviewed,ACCD5_MYCTU,Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-),accD5 pccB Rv3280 MTCY71.20,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),548
