From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names
P28316,P28316,reviewed,GLB_ASCSU,Extracellular globin,,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),338,
P02871,P02871,reviewed,LEC_VICFA,Favin (Lectin) [Cleaved into: Favin beta chain; Favin alpha chain],,Vicia faba (Broad bean) (Faba vulgaris),233,
P31072,P31072,reviewed,6PGD_TRYBB,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",GND,Trypanosoma brucei brucei,479,GND
P00433,P00433,reviewed,PER1A_ARMRU,Peroxidase C1A (EC 1.11.1.7),PRXC1A HPRC1,Armoracia rusticana (Horseradish) (Armoracia laphatifolia),353,PRXC1A
P75931,P75931,reviewed,YCEM_ECOLI,Putative oxidoreductase YceM (EC 1.-.-.-),yceM mviM b1068 JW1055,Escherichia coli (strain K12),307,yceM
P25454,P25454,reviewed,RAD51_YEAST,DNA repair protein RAD51,RAD51 YER095W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),400,RAD51
P38489,P38489,reviewed,NFSB_ECOLI,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase),nfsB dprA nfnB nfsI ntr b0578 JW0567,Escherichia coli (strain K12),217,nfsB
P19456,P19456,reviewed,PMA2_ARATH,"ATPase 2, plasma membrane-type (PM H(+)-ATPase 2) (Plasma membrane-type ATPase 2) (EC 7.1.2.1) (Proton pump 2)",AHA2 At4g30190 F9N11.40,Arabidopsis thaliana (Mouse-ear cress),948,AHA2
P33198,P33198,reviewed,IDHP_PIG,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,Sus scrofa (Pig),421,IDH2
P06494,P06494,reviewed,ERBB2_RAT,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Epidermal growth factor receptor-related protein) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (p185erbB2) (p185neu) (CD antigen CD340),Erbb2 Neu,Rattus norvegicus (Rat),1257,Erbb2
Q9M015,Q9M015,reviewed,Y5161_ARATH,Uncharacterized protein At5g01610,At5g01610 F7A7.130,Arabidopsis thaliana (Mouse-ear cress),170,At5g01610
O67925,O67925,reviewed,AROK_AQUAE,Shikimate kinase (SK) (EC 2.7.1.71),aroK aq_2177,Aquifex aeolicus (strain VF5),168,aroK
METH_HUMAN,Q99707,reviewed,METH_HUMAN,Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase),MTR,Homo sapiens (Human),1265,MTR
Q04830,Q04830,reviewed,FIBER_BPK1F,Tail spike protein (TSP) (Endo-N-acetylneuraminidase) (Endo-N) (Endo-alpha-sialidase) (EC 3.2.1.129) (EndoNF) (G102) [Cleaved into: Mature tail spike protein; Intramolecular chaperone],,Escherichia phage K1F (Bacteriophage K1F),1064,
P12528,P12528,reviewed,FIBER_BPP22,"Tail spike protein (TSP) (Endo-1,3-alpha-L-rhamnosidase) (EC 3.2.1.-) (Endorhamnosidase) (Gene product 9) (gp9)",9,Salmonella phage P22 (Bacteriophage P22),667,9
P54945,P54945,reviewed,YXEF_BACSU,Uncharacterized protein YxeF,yxeF BSU39570 HS74F,Bacillus subtilis (strain 168),144,yxeF
P22505,P22505,reviewed,BGLB_PAEPO,Beta-glucosidase B (EC 3.2.1.21) (Amygdalase) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase),bglB,Paenibacillus polymyxa (Bacillus polymyxa),448,bglB
FOLC_ECOLI,P08192,reviewed,FOLC_ECOLI,Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase),folC dedC b2315 JW2312,Escherichia coli (strain K12),422,folC
Q8GBW6,Q8GBW6,reviewed,12S_PROFR,Methylmalonyl-CoA carboxyltransferase 12S subunit (EC 2.1.3.1) (Transcarboxylase 12S subunit),,Propionibacterium freudenreichii subsp. shermanii,524,
Q43125,Q43125,reviewed,CRY1_ARATH,Cryptochrome-1 (AtCry) (Atcry1) (Blue light photoreceptor) (Protein BLUE LIGHT UNINHIBITED 1) (Protein ELONGATED HYPOCOTYL 4) (Protein OUT OF PHASE 2) (OOP2),CRY1 BLU1 HY4 At4g08920 T3H13.14 T3H13.5,Arabidopsis thaliana (Mouse-ear cress),681,CRY1
Q26241,Q26241,reviewed,NP2_RHOPR,Nitrophorin-2 (NP2) (Prolixin-S),,Rhodnius prolixus (Triatomid bug),202,
Q81F54,Q81F54,unreviewed,Q81F54_BACCR,Glyoxalase family protein,BC_1747,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),150,BC_1747
P0A592,P9WN24,reviewed,TRHBN_MYCTO,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN MT1594,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),136,glbN
P0A592,P9WN25,reviewed,TRHBN_MYCTU,Group 1 truncated hemoglobin GlbN (Truncated hemoglobin) (trHbN) (Hemoglobin-like protein HbN),glbN Rv1542c MTCY48.23,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),136,glbN
P0AB77,P0AB77,reviewed,KBL_ECOLI,2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase),kbl b3617 JW3592,Escherichia coli (strain K12),398,kbl
P32477,P32477,reviewed,GSH1_YEAST,Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase),GSH1 YJL101C J0832,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),678,GSH1
P13745,P13745,reviewed,GSTA1_MOUSE,"Glutathione S-transferase A1 (EC 2.5.1.18) (13-hydroperoxyoctadecadienoate peroxidase) (EC 1.11.1.-) (Androst-5-ene-3,17-dione isomerase) (EC 5.3.3.-) (GST class-alpha member 1) (Glutathione S-transferase Ya) (Glutathione S-transferase Ya1) [Cleaved into: Glutathione S-transferase A1, N-terminally processed]",Gsta1 Gsta Gstya,Mus musculus (Mouse),223,Gsta1
P14916,P14916,reviewed,URE23_HELPY,Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),ureA hpuA HP_0073,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),238,ureA
P01910,P01910,reviewed,HA2K_MOUSE,"H-2 class II histocompatibility antigen, A-K alpha chain",H2-Aa,Mus musculus (Mouse),256,H2-Aa
P46939,P46939,reviewed,UTRN_HUMAN,Utrophin (Dystrophin-related protein 1) (DRP-1),UTRN DMDL DRP1,Homo sapiens (Human),3433,UTRN
Q9W7K5,Q9W7K5,reviewed,LDHA_CYPCA,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),ldha,Cyprinus carpio (Common carp),333,ldha
P28304,P28304,reviewed,QOR1_ECOLI,Quinone oxidoreductase 1 (EC 1.6.5.5) (NADPH:quinone reductase 1) (Zeta-crystallin homolog protein),qorA hcz qor qor1 b4051 JW4011,Escherichia coli (strain K12),327,qorA
Q51507,Q51507,reviewed,PCHB_PSEAE,Isochorismate pyruvate lyase (IPL) (EC 4.2.99.21) (Chorismate mutase) (CM) (EC 5.4.99.5) (Salicylate biosynthesis protein),pchB PA4230,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),101,pchB
P24017,P24017,reviewed,OMPA_KLEPN,Outer membrane protein A (Outer membrane porin A) (Outer membrane protein 3A),ompA,Klebsiella pneumoniae,344,ompA
Q9C4Z5,Q9C4Z5,reviewed,AQPM_METTM,Aquaporin AqpM,aqpM MTBMA_c05510,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum),246,aqpM
Q8CHV6,Q8CHV6,reviewed,TAD2A_MOUSE,Transcriptional adapter 2-alpha (Transcriptional adapter 2-like) (ADA2-like protein),Tada2a Tada2l,Mus musculus (Mouse),443,Tada2a
P40288,P40288,reviewed,DHG_PRIMG,Glucose 1-dehydrogenase (EC 1.1.1.47),,Priestia megaterium (Bacillus megaterium),261,
Q7LWY0,Q7LWY0,reviewed,TRUB_PYRFU,Probable tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase),truB PF1785,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),340,truB
P72077,P72077,reviewed,RSMJ_NEIGO,Ribosomal RNA small subunit methyltransferase J (EC 2.1.1.242) (16S rRNA m2G1516 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase),rsmJ,Neisseria gonorrhoeae,250,rsmJ
P48391,P48391,reviewed,2PS_GERHY,2-pyrone synthase (2-PS) (EC 2.3.1.-) (G2ps1),2PS CHS2,Gerbera hybrida (Daisy),402,2PS
Q46WL3,Q46WL3,reviewed,HIS82_CUPPJ,Histidinol-phosphate aminotransferase 2 (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase 2),hisC2 Reut_A3110,Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134)),366,hisC2
P32056,P32056,reviewed,GMM_ECOLI,GDP-mannose mannosyl hydrolase (GDPMH) (EC 3.6.1.-) (Colanic acid biosynthesis protein WcaH),gmm nudD wcaH yefC b2051 JW5335,Escherichia coli (strain K12),159,gmm
P00518,P00518,reviewed,PHKG1_RABIT,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1, EC 2.7.11.26)",PHKG1 PHKG,Oryctolagus cuniculus (Rabbit),387,PHKG1
O34714,O34714,reviewed,OXDC_BACSU,Oxalate decarboxylase OxdC (EC 4.1.1.2),oxdC yvrK BSU33240,Bacillus subtilis (strain 168),385,oxdC
Q60393,Q60393,reviewed,BXG_CLOBO,Botulinum neurotoxin type G (BoNT/G) (Bontoxilysin-G) [Cleaved into: Botulinum neurotoxin G light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin G heavy chain (HC)],botG,Clostridium botulinum,1297,botG
PH4H_HUMAN,P00439,reviewed,PH4H_HUMAN,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH,Homo sapiens (Human),452,PAH
P24232,P24232,reviewed,HMP_ECOLI,Flavohemoprotein (Flavohemoglobin) (HMP) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17),hmp fsrB hmpA b2552 JW2536,Escherichia coli (strain K12),396,hmp
P00558,P00558,reviewed,PGK1_HUMAN,Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2),PGK1 PGKA MIG10 OK/SW-cl.110,Homo sapiens (Human),417,PGK1
P46925,P46925,reviewed,PLM2_PLAFX,Plasmepsin II (PLM II) (EC 3.4.23.39) (Aspartic hemoglobinase II) (PfAPD) (PfPM1) (Plasmepsin 2),PMII,Plasmodium falciparum (isolate HB3),453,PMII
Q9LVK3,Q9LVK3,reviewed,AT12B_ARATH,Ubiquitin-like protein ATG12B (Autophagy-related protein 12b) (APG12-like protein b) (AtAPG12b),ATG12B APG12 APG12B At3g13970 MDC16.9,Arabidopsis thaliana (Mouse-ear cress),94,ATG12B
P0A6X7,P0A6X7,reviewed,IHFA_ECOLI,Integration host factor subunit alpha (IHF-alpha),ihfA hid himA b1712 JW1702,Escherichia coli (strain K12),99,ihfA
Q9ZSD6,Q9ZSD6,reviewed,ASPG_LUPLU,Isoaspartyl peptidase/L-asparaginase (LlA) (EC 3.4.19.5) (L-asparagine amidohydrolase) (Potassium-independent L-asparaginase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase subunit alpha; Isoaspartyl peptidase/L-asparaginase subunit beta],,Lupinus luteus (European yellow lupine),325,
FABP7_HUMAN,O15540,reviewed,FABP7_HUMAN,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)",FABP7 BLBP FABPB MRG,Homo sapiens (Human),132,FABP7
Q87UC6,Q87UC6,reviewed,Y5379_PSESM,Putative hydro-lyase PSPTO_5379 (EC 4.2.1.-),PSPTO_5379,Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000),268,PSPTO_5379
P41007,P41007,reviewed,PYRR_BACCL,Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)],pyrR,Bacillus caldolyticus,179,pyrR
P08874,P08874,reviewed,ABRB_BACSU,Transition state regulatory protein AbrB,abrB cpsX BSU00370,Bacillus subtilis (strain 168),96,abrB
P37019,P37019,reviewed,CLCA_ECOLI,H(+)/Cl(-) exchange transporter ClcA (ClC-ec1),clcA eriC yadQ b0155 JW5012,Escherichia coli (strain K12),473,clcA
Q7SIG7,Q7SIG7,reviewed,DPOL_DESST,DNA polymerase (EC 2.7.7.7) (D Tok Pol),pol,Desulfurococcus sp. (strain Tok),773,pol
GELS_HUMAN,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782,GSN
Q51739,Q51739,reviewed,AOR_PYRFU,Tungsten-containing aldehyde ferredoxin oxidoreductase (EC 1.2.7.5),aor PF0346,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),605,aor
P31489,P31489,reviewed,YADA1_YEREN,Adhesin YadA (Type 5 secretion system autotransporter YadA),yadA invA yop1 yopA,Yersinia enterocolitica,455,yadA
P71753,P9WJ02,reviewed,SIR_MYCTO,Sulfite reductase [ferredoxin] (EC 1.8.7.1),sir nirA MT2461,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),555,sir
P71753,P9WJ03,reviewed,SIR_MYCTU,Sulfite reductase [ferredoxin] (EC 1.8.7.1),sir nirA Rv2391,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),555,sir
HBA_HUMAN,P69905,reviewed,HBA_HUMAN,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA1; HBA2,Homo sapiens (Human),142,HBA1;
P50613,P50613,reviewed,CDK7_HUMAN,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),CDK7 CAK CAK1 CDKN7 MO15 STK1,Homo sapiens (Human),346,CDK7
P17452,P17452,reviewed,TOXA_PASMD,Dermonecrotic toxin (DNT) (Mitogenic toxin) (PMT),toxA,Pasteurella multocida,1285,toxA
Q46845,Q46845,reviewed,YGHU_ECOLI,Disulfide-bond oxidoreductase YghU (EC 1.8.4.-) (GSH-dependent disulfide-bond oxidoreductase YghU) (GST N2-2) (Organic hydroperoxidase) (EC 1.11.1.-),yghU b2989 JW5492,Escherichia coli (strain K12),288,yghU
Q60173,Q60173,reviewed,ENO_METJA,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),eno MJ0232,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),423,eno
FAK2_HUMAN,Q14289,reviewed,FAK2_HUMAN,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),PTK2B FAK2 PYK2 RAFTK,Homo sapiens (Human),1009,PTK2B
Q7SIF4,Q7SIF4,reviewed,AIOA_ALCFA,Arsenite oxidase subunit AioA (AOI) (EC 1.20.9.1) (Arsenite oxidase Mo-pterin subunit),aioA aoxB asoA,Alcaligenes faecalis,826,aioA
Q05329,Q05329,reviewed,DCE2_HUMAN,Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform),GAD2 GAD65,Homo sapiens (Human),585,GAD2
P49789,P49789,reviewed,FHIT_HUMAN,"Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Adenosine 5'-monophosphoramidase FHIT) (EC 3.9.1.-) (Adenylylsulfatase) (EC 3.6.2.1) (Adenylylsulfate-ammonia adenylyltransferase) (EC 2.7.7.51) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)",FHIT,Homo sapiens (Human),147,FHIT
P43246,P43246,reviewed,MSH2_HUMAN,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934,MSH2
P62330,P62330,reviewed,ARF6_HUMAN,ADP-ribosylation factor 6 (EC 3.6.5.2),ARF6,Homo sapiens (Human),175,ARF6
Q43998,Q43998,reviewed,LSC_GLUDI,Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Sucrose 6-fructosyl transferase),lsdA,Gluconacetobacter diazotrophicus (Acetobacter diazotrophicus),584,lsdA
O31576,O31576,reviewed,YFHH_BACSU,Uncharacterized protein YfhH,yfhH BSU08530,Bacillus subtilis (strain 168),104,yfhH
Q03784,Q03784,reviewed,TRS23_YEAST,Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit),TRS23 YDR246W YD8419.13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),219,TRS23
P11880,P11880,reviewed,MURF_ECOLI,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase),murF mra b0086 JW0084,Escherichia coli (strain K12),452,murF
O31474,O31474,reviewed,YCGJ_BACSU,Uncharacterized methyltransferase YcgJ (EC 2.1.1.-),ycgJ BSU03160,Bacillus subtilis (strain 168),253,ycgJ
P06768,P06768,reviewed,RET2_RAT,Retinol-binding protein 2 (Cellular retinol-binding protein II) (CRBP-II),Rbp2 Crbpii,Rattus norvegicus (Rat),134,Rbp2
P35244,P35244,reviewed,RFA3_HUMAN,Replication protein A 14 kDa subunit (RP-A p14) (Replication factor A protein 3) (RF-A protein 3),RPA3 REPA3 RPA14,Homo sapiens (Human),121,RPA3
P01709,P01709,reviewed,LV208_HUMAN,Immunoglobulin lambda variable 2-8 (Ig lambda chain V-II region BO) (Ig lambda chain V-II region MGC),IGLV2-8,Homo sapiens (Human),118,IGLV2-8
DCOR_HUMAN,P11926,reviewed,DCOR_HUMAN,Ornithine decarboxylase (ODC) (EC 4.1.1.17),ODC1,Homo sapiens (Human),461,ODC1
Q58435,Q58435,reviewed,RSMA_METJA,"Probable ribosomal RNA small subunit methyltransferase A (EC 2.1.1.-) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA MJ1029,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),275,rsmA
Q48436,Q48436,reviewed,BUDC_KLEPN,"Diacetyl reductase [(S)-acetoin forming] (EC 1.1.1.304) (Acetoin(diacetyl) reductase) (AR) (Meso-2,3-butanediol dehydrogenase)",budC,Klebsiella pneumoniae,256,budC
P10902,P10902,reviewed,NADB_ECOLI,L-aspartate oxidase (LASPO) (EC 1.4.3.16) (L-aspartate:fumarate oxidoreductase) (EC 1.5.99.-) (Quinolinate synthetase B),nadB nicB b2574 JW2558,Escherichia coli (strain K12),540,nadB
P0AEE3,P0AEE3,reviewed,DEGS_ECOLI,Serine endoprotease DegS (EC 3.4.21.107) (Site-1 protease DegS) (S1P protease DegS) (Site-1-type intramembrane protease),degS hhoB htrH b3235 JW3204,Escherichia coli (strain K12),355,degS
Q15543,Q15543,reviewed,TAF13_HUMAN,Transcription initiation factor TFIID subunit 13 (Transcription initiation factor TFIID 18 kDa subunit) (TAF(II)18) (TAFII-18) (TAFII18),TAF13 TAF2K TAFII18,Homo sapiens (Human),124,TAF13
P38580,P38580,reviewed,CBB2_CARML,Bacteriocin carnobacteriocin B2 (Carnocin CP52),cbnB2 canCP52,Carnobacterium maltaromaticum (Carnobacterium piscicola),66,cbnB2
P11436,P11436,reviewed,AMIE_PSEAE,Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase),amiE PA3366,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),346,amiE
P00690,P00690,reviewed,AMYP_PIG,"Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",AMY2,Sus scrofa (Pig),511,AMY2
P06738,P06738,reviewed,PHSG_YEAST,Glycogen phosphorylase (EC 2.4.1.1),GPH1 YPR160W P9584.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),902,GPH1
P60891,P60891,reviewed,PRPS1_HUMAN,Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase I) (PRS-I),PRPS1,Homo sapiens (Human),318,PRPS1
P17412,P17412,reviewed,FRDA_WOLSU,Fumarate reductase flavoprotein subunit (EC 1.3.5.1) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit),frdA WS0831,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes),656,frdA
P97929,P97929,reviewed,BRCA2_MOUSE,Breast cancer type 2 susceptibility protein homolog (Fanconi anemia group D1 protein homolog),Brca2 Fancd1,Mus musculus (Mouse),3329,Brca2
P61769,P61769,reviewed,B2MG_HUMAN,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],B2M CDABP0092 HDCMA22P,Homo sapiens (Human),119,B2M
P0A884,P0A884,reviewed,TYSY_ECOLI,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),thyA b2827 JW2795,Escherichia coli (strain K12),264,thyA
P23222,P23222,reviewed,FIXL_BRADU,Sensor protein FixL (EC 2.7.13.3),fixL bll2760,Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110),505,fixL
P51177,P51177,reviewed,GUC1B_BOVIN,Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B) (Retinal guanylyl cyclase activator protein p24),GUCA1B GCAP-2 GCAP2,Bos taurus (Bovine),204,GUCA1B
Q5SLX2,Q5SLX2,reviewed,ISPD_THET8,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),ispD TTHA0171,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),213,ispD
P27448,P27448,reviewed,MARK3_HUMAN,MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78),MARK3 CTAK1 EMK2,Homo sapiens (Human),753,MARK3
P93343,P93343,reviewed,1433C_TOBAC,14-3-3-like protein C (14-3-3-like protein B),,Nicotiana tabacum (Common tobacco),260,
Q8U2H1,Q8U2H1,reviewed,REG4_PYRFU,Uncharacterized HTH-type transcriptional regulator PF0864,PF0864,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),162,PF0864
P09152,P09152,reviewed,NARG_ECOLI,Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha),narG bisD narC b1224 JW1215,Escherichia coli (strain K12),1247,narG
Q99259,Q99259,reviewed,DCE1_HUMAN,Glutamate decarboxylase 1 (EC 4.1.1.15) (67 kDa glutamic acid decarboxylase) (GAD-67) (Glutamate decarboxylase 67 kDa isoform),GAD1 GAD GAD67,Homo sapiens (Human),594,GAD1
STK4_HUMAN,Q13043,reviewed,STK4_HUMAN,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,Homo sapiens (Human),487,STK4
O14777,O14777,reviewed,NDC80_HUMAN,Kinetochore protein NDC80 homolog (Highly expressed in cancer protein) (Kinetochore protein Hec1) (HsHec1) (Kinetochore-associated protein 2) (Retinoblastoma-associated protein HEC),NDC80 HEC HEC1 KNTC2,Homo sapiens (Human),642,NDC80
P00131,P00131,reviewed,CYC3_NITV2,Cytochrome c3,DVU_3171,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) (Desulfovibrio vulgaris),129,DVU_3171
Q12866,Q12866,reviewed,MERTK_HUMAN,Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK),MERTK MER,Homo sapiens (Human),999,MERTK
O58107,O58107,reviewed,GAL1_PYRHO,Galactokinase (EC 2.7.1.6) (Galactose kinase),galK PH0369,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),350,galK
P03642,P03642,reviewed,CAPSD_BPG4,Capsid protein F (F protein) (GPF),F,Escherichia phage G4 (Bacteriophage G4),427,F
P00959,P00959,reviewed,SYM_ECOLI,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),metG b2114 JW2101,Escherichia coli (strain K12),677,metG
