Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease
1we5_A_cavity_1,14,2.757,0.1969,3,0,4,5,2,0,Alpha-xylosidase,NONE,P31434,Carbohydrate transport and metabolism,NONE
1u6z_B_cavity_2,15,2.947,0.1965,6,2,3,3,1,0,Exopolyphosphatase,NONE,P0AFL8,NONE,NONE
1ord_B_cavity_4,13,2.555,0.1965,11,1,1,0,0,0,"Ornithine decarboxylase, inducible",NONE,P43099,Amino acid transport and metabolism,NONE
3bix_D_cavity_1,14,2.75,0.1964,5,1,5,2,1,0,Neuroligin-1,NONE,Q62765,NONE,NONE
1xge_A_cavity_1,15,2.945,0.1963,7,3,3,1,1,0,Dihydroorotase,NONE,P05020,Nucleotide transport and metabolism,NONE
2yus_A_cavity_1,15,2.944,0.1963,7,5,2,1,0,0,SWI/SNF complex subunit SMARCC1,NONE,Q92922,NONE,NONE
1a6a_B_cavity_1,13,2.552,0.1963,8,1,3,0,1,0,"HLA class II histocompatibility antigen, DR alpha chain",COMPLEX (TRANSMEMBRANE/GLYCOPROTEIN),2DRA_HUMAN,NONE,"Genetic variations in HLA-DRA are associated with susceptibility to hepatitis B virus infection (HBV infection) [MIM:610424]. Approximately one third of all cases of cirrhosis and half of all cases of hepatocellular carcinoma can be attributed to chronic HBV infection. HBV infection may result in subclinical or asymptomatic infection, acute self-limited hepatitis, or fulminant hepatitis requiring liver transplantation."
2p91_A_cavity_1,15,2.941,0.1961,11,2,1,0,1,0,Enoyl-[acyl-carrier-protein] reductase [NADH],NONE,O67505,NONE,NONE
2ziv_B_cavity_2,11,2.157,0.1961,8,0,3,0,0,0,Crossover junction endonuclease MUS81,NONE,Q7SXA9,NONE,NONE
1i3n_A_cavity_1,14,2.744,0.196,7,2,4,1,0,0,UDP-glucose 4-epimerase,ISOMERASE,GALE_HUMAN,Catalyzes two distinct but analogous reactions: the epimerization of UDP-glucose to UDP-galactose and the epimerization of UDP-N-acetylglucosamine to UDP-N- acetylgalactosamine.,"Defects in GALE are the cause of epimerase-deficiency galactosemia (EDG) [MIM:230350]; also known as galactosemia type 3. Clinical features include early-onset cataracts, liver damage, deafness and mental retardation. There are two clinically distinct forms of EDG. (1) A benign, or peripheral form with no detectable GALE activity in red blood cells and characterized by mild symptoms. Some patients may suffer no symptoms beyond raised levels of galactose-1-phosphate in the blood. (2) A much rarer generalized form with undetectable levels of GALE activity in all tissues and resulting in severe features such as restricted growth and mental development."
1g87_B_cavity_1,13,2.548,0.196,5,1,3,2,2,0,Endoglucanase G,NONE,P37700,Involved in endoglucanase activity,NONE
2dbb_B_cavity_1,15,2.934,0.1956,10,2,3,0,0,0,Uncharacterized HTH-type transcriptional regulator PH0061,NONE,O57802,NONE,NONE
2jyn_A_cavity_1,14,2.735,0.1953,9,2,3,0,0,0,UPF0368 protein YPL225W,NONE,Q08971,NONE,NONE
1usy_B_cavity_1,15,2.929,0.1952,7,0,4,4,0,0,ATP phosphoribosyltransferase regulatory subunit,NONE,Q9X0D3,NONE,NONE
2ihn_A_cavity_1,15,2.927,0.1951,8,1,3,2,1,0,Ribonuclease H,NONE,P13319,NONE,NONE
1xuz_A_cavity_1,14,2.729,0.1949,5,1,3,3,2,0,Capsule biosynthesis protein,NONE,Q57265,Cell wall/membrane/envelope biogenesis,NONE
2pg3_A_cavity_1,15,2.917,0.1945,11,1,2,1,0,0,Queuosine biosynthesis protein queC,NONE,Q6D820,NONE,NONE
2gcb_A_cavity_1,15,2.917,0.1944,10,2,2,0,1,0,Folylpolyglutamate synthase,NONE,P15925,Coenzyme transport and metabolism,NONE
1s6i_A_cavity_1,15,2.916,0.1944,8,3,3,1,0,0,Calcium-dependent protein kinase SK5,NONE,P28583,NONE,NONE
2ia5_C_cavity_1,12,2.333,0.1944,4,3,2,2,1,0,Polynucleotide kinase,NONE,P06855,"Acts as a 5-hydroxyl kinase, a 3-phosphatase and a 2,3-cyclic phosphodiesterase. Catalyzes the transfer of the terminal phosphate of ATP to the 5-hydroxyl termini of ribo- and deoxyribonucleotides. In the presence of ADP the enzyme also catalyzes an exchange reaction. In the exchange reaction, an excess ADP causes the enzyme to transfer the 5 terminal phosphate from phosphorylated DNA to ADP. These activities modify the ends of nicked tRNA generated by a bacterial response to infection and facilitate repair by T4 RNA ligase",NONE
2o3j_A_cavity_1,14,2.72,0.1943,9,2,3,0,0,0,UDP-glucose 6-dehydrogenase,NONE,Q19905,NONE,NONE
1iie_C_cavity_1,14,2.719,0.1942,11,2,0,1,0,0,HLA class II histocompatibility antigen gamma chain,MAJOR HISTOCOMPATIBILITY COMPLEX,HG2A_HUMAN,Plays a critical role in MHC class II antigen processing by stabilizing peptide-free class II alpha/beta heterodimers in a complex soon after their synthesis and directing transport of the complex from the endoplasmic reticulum to compartments where pepti,NONE
2buj_A_cavity_1,14,2.713,0.1938,8,1,3,2,0,0,Serine/threonine-protein kinase 16,TRANSFERASE,STK16_HUMAN,Protein kinase that act on both serine and threonine residues.,NONE
2fxq_A_cavity_1,14,2.711,0.1936,7,1,4,2,0,0,Single-stranded DNA-binding protein,NONE,Q9KH06,NONE,NONE
1yve_L_cavity_1,14,2.709,0.1935,4,2,5,3,0,0,"Ketol-acid reductoisomerase, chloroplastic",NONE,Q01292,Amino acid transport and metabolism,NONE
1tmo_A_cavity_2,19,3.675,0.1934,8,6,2,1,2,0,Trimethylamine-N-oxide reductase,NONE,O87948,NONE,NONE
2ro3_A_cavity_1,14,2.707,0.1934,10,2,2,0,0,0,Putative transition state regulator abh,NONE,P39758,NONE,NONE
3dmq_A_cavity_8,13,2.513,0.1933,10,1,2,0,0,0,RNA polymerase-associated protein rapA,NONE,P60240,NONE,NONE
2jsp_A_cavity_1,14,2.705,0.1932,4,2,5,2,1,0,Transcriptional regulatory protein ros,NONE,Q04152,NONE,NONE
1mky_A_cavity_2,12,2.316,0.193,9,1,2,0,0,0,GTP-binding protein engA,NONE,Q9X1F8,"Posttranslational modification, protein turnover, chaperones",NONE
1qd1_A_cavity_1,15,2.889,0.1926,4,4,2,1,4,0,Formimidoyltransferase-cyclodeaminase,NONE,P53603,Amino acid transport and metabolism,NONE
2vch_A_cavity_3,15,2.884,0.1923,4,4,2,2,3,0,Probable hydroquinone glucosyltransferase,NONE,Q9M156,NONE,NONE
2ix5_D_cavity_1,11,2.113,0.1921,6,1,2,2,0,0,"Acyl-coenzyme A oxidase 4, peroxisomal",NONE,Q96329,NONE,NONE
2q5j_A_cavity_2,15,2.878,0.1918,6,4,4,1,0,0,Indole-3-pyruvate decarboxylase,NONE,P51852,NONE,NONE
2aam_B_cavity_1,14,2.684,0.1917,3,2,5,4,0,0,Uncharacterized protein TM_1410,NONE,Q9X1D0,NONE,NONE
2j3j_A_cavity_1,15,2.873,0.1915,9,2,4,0,0,0,Probable NADP-dependent oxidoreductase P1,NONE,Q39172,NONE,NONE
1txg_A_cavity_1,15,2.872,0.1915,6,8,1,0,0,0,Glycerol-3-phosphate dehydrogenase [NAD(P)+],NONE,O29390,NONE,NONE
1jqk_E_cavity_1,15,2.871,0.1914,8,2,3,0,2,0,Carbon monoxide dehydrogenase,NONE,P31896,NONE,NONE
2hw1_A_cavity_1,13,2.488,0.1914,5,3,4,0,1,0,Ketohexokinase,NONE,P50053,NONE,NONE
1ez4_B_cavity_1,19,3.635,0.1913,10,1,5,2,1,0,L-lactate dehydrogenase,NONE,P56511,"Involved in oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NONE
1t71_A_cavity_1,14,2.678,0.1913,8,2,3,0,1,0,Uncharacterized protein MG246 homolog,NONE,P75429,NONE,NONE
1h49_A_cavity_1,14,2.675,0.191,9,0,2,2,1,0,"Beta-glucosidase, chloroplastic",NONE,P49235,Carbohydrate transport and metabolism,NONE
1ivs_B_cavity_1,15,2.864,0.1909,8,3,2,2,0,0,Valyl-tRNA synthetase,NONE,P96142,NONE,NONE
2rkb_B_cavity_1,15,2.858,0.1906,9,4,1,1,0,0,Serine dehydratase-like,NONE,Q96GA7,NONE,NONE
1peg_B_cavity_1,13,2.478,0.1906,4,2,5,2,0,0,"Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5",NONE,Q8X225,NONE,NONE
1a7b_A_cavity_1,15,2.856,0.1904,10,2,3,0,0,0,T-cell surface antigen CD2,NONE,P08921,NONE,NONE
1cpm_A_cavity_1,15,2.855,0.1904,4,1,3,6,1,0,Beta-glucanase,NONE,P23904,Carbohydrate transport and metabolism,NONE
2i87_B_cavity_1,13,2.472,0.1902,5,3,2,1,2,0,D-alanine--D-alanine ligase,NONE,Q5HEB7,NONE,NONE
1xs2_D_cavity_1,14,2.66,0.19,7,3,3,1,0,0,N-acylamino acid racemase,NONE,Q9RYA6,Involved in phosphopyruvate hydratase activity,NONE
2jjq_A_cavity_1,15,2.849,0.1899,7,4,2,0,2,0,Uncharacterized RNA methyltransferase PYRAB10780,NONE,Q9UZR7,NONE,NONE
1lio_A_cavity_2,15,2.848,0.1899,6,2,4,3,0,0,Adenosine kinase,NONE,Q9TVW2,Carbohydrate transport and metabolism,NONE
1ofd_B_cavity_3,14,2.657,0.1898,4,3,4,3,0,0,Ferredoxin-dependent glutamate synthase 2,NONE,P55038,Involved in catalytic activity,NONE
1pl7_A_cavity_1,21,3.985,0.1897,11,2,4,1,3,0,Sorbitol dehydrogenase,OXIDOREDUCTASE,DHSO_HUMAN,NONE,NONE
1nfb_A_cavity_6,14,2.653,0.1895,4,0,7,3,0,0,Inosine-5-monophosphate dehydrogenase 2,OXIDOREDUCTASE,IMDH2_HUMAN,Rate limiting enzyme in the de novo synthesis of guanine nucleotides and therefore is involved in the regulation of cell growth. It may also have a role in the development of malignancy and the growth progression of some tumors.,NONE
1wwu_A_cavity_1,12,2.27,0.1892,8,1,2,0,1,0,Epidermal growth factor receptor kinase substrate 8-like protein 2,NONE,Q9H6S3,NONE,NONE
4vhb_B_cavity_1,12,2.27,0.1892,8,1,2,0,1,0,Bacterial hemoglobin,NONE,P04252,Involved in iron ion binding,NONE
1dxl_B_cavity_3,15,2.836,0.1891,7,5,2,1,0,0,"Dihydrolipoyl dehydrogenase, mitochondrial",NONE,P31023,Involved in oxidoreductase activity,NONE
2vyc_I_cavity_3,13,2.458,0.1891,10,1,1,1,0,0,Biodegradative arginine decarboxylase,NONE,P28629,NONE,NONE
2a1r_B_cavity_1,12,2.268,0.189,6,1,2,2,1,0,Poly(A)-specific ribonuclease PARN,NONE,O95453,NONE,NONE
2ze4_A_cavity_1,12,2.268,0.189,8,2,1,0,1,0,Phospholipase D,NONE,Q53728,NONE,NONE
